院校名称,专业组,首选科目,再选要求,投档最低分,最低位次,批次,城市,院校层次,代表专业
西北大学,101组,历史,不限,604,1764,本科批,西安,211/双一流,
西北大学,102组,历史,不限,596,2635,本科批,西安,211/双一流,
西北工业大学,101组,历史,不限,612,1214,本科批,西安,985/211/双一流,
长安大学,101组,历史,不限,586,3885,本科批,西安,211/双一流,
长安大学,102组,历史,不限,595,2689,本科批,西安,211/双一流,
兰州大学,101组,历史,不限,603,1861,本科批,兰州,985/211/双一流,
兰州大学,102组,历史,不限,607,1545,本科批,兰州,985/211/双一流,
宁夏大学,101组,历史,不限,573,6282,本科批,银川,211/双一流,
宁夏大学,102组,历史,不限,573,6114,本科批,银川,211/双一流,
宁夏大学,103组,历史,不限,575,5815,本科批,银川,211/双一流,
新疆大学,101组,历史,不限,582,4574,本科批,乌鲁木齐,211/双一流,
新疆大学,102组,历史,不限,576,5582,本科批,乌鲁木齐,211/双一流,
石河子大学,101组,历史,不限,570,6893,本科批,石河子,985/211/双一流,
中国石油大学(北京)克拉玛依校区,101组,历史,不限,578,5136,本科批,克拉玛依,985/211/双一流,
中国石油大学(北京)克拉玛依校区,102组,历史,不限,571,6654,本科批,克拉玛依,985/211/双一流,
西藏大学,101组,历史,不限,568,7265,本科批,拉萨,双一流,
西藏大学,102组,历史,不限,574,5940,本科批,拉萨,双一流,
中华女子学院,101组,历史,不限,557,10388,本科批,北京,普通本科,
中华女子学院,161组(国家专项),历史,不限,535,18245,本科批,北京,普通本科,
北京印刷学院,101组,历史,不限,566,7829,本科批,北京,普通本科,
北京石油化工学院,101组,历史,不限,551,12219,本科批,北京,普通本科,
北京物资学院,101组,历史,不限,566,7724,本科批,北京,普通本科,
首都经济贸易大学,101组,历史,不限,589,3466,本科批,北京,双一流,
北京工商大学,101组,历史,不限,569,7047,本科批,北京,双一流,
北京联合大学,101组,历史,不限,569,7050,本科批,北京,普通本科,
北京联合大学,102组,历史,不限,567,7504,本科批,北京,普通本科,
北京联合大学,103组,历史,不限,559,9736,本科批,北京,普通本科,
中国劳动关系学院,101组,历史,不限,562,8859,本科批,北京,普通本科,
中国劳动关系学院,102组,历史,不限,557,10180,本科批,北京,普通本科,
北京城市学院,101组,历史,不限,534,18891,本科批,北京,普通本科,
防灾科技学院,101组,历史,不限,532,19754,本科批,唐山,普通本科,
首都师范大学,101组,历史,不限,586,3802,本科批,北京,双一流,
天津工业大学,101组,历史,不限,577,5359,本科批,天津,双一流,
天津工业大学,102组,历史,不限,560,9230,本科批,天津,双一流,
天津科技大学,101组(经管文法组),历史,不限,569,7135,本科批,天津,双一流,
天津职业技术师范大学,101组,历史,不限,542,15382,本科批,天津,普通本科,
天津外国语大学,101组,历史,不限,570,6868,本科批,天津,双一流,
天津外国语大学,102组,历史,不限,564,8192,本科批,天津,双一流,
天津外国语大学,103组,历史,不限,572,6325,本科批,天津,双一流,
天津外国语大学,104组,历史,不限,560,9303,本科批,天津,双一流,
天津外国语大学,105组,历史,不限,570,6927,本科批,天津,双一流,
天津外国语大学,161组(国家专项),历史,不限,561,9068,本科批,天津,双一流,
天津外国语大学,162组(国家专项),历史,不限,565,7994,本科批,天津,双一流,
天津商业大学,101组,历史,不限,553,11493,本科批,天津,普通本科,
天津商业大学,102组,历史,不限,555,10848,本科批,天津,普通本科,
天津中医药大学,101组,历史,含化学,573,6231,本科批,天津,双一流,
天津城建大学,101组,历史,不限,542,15395,本科批,天津,普通本科,
中国民航大学,101组,历史,不限,572,6513,本科批,天津,211/双一流,
中国民航大学,102组,历史,不限,576,5552,本科批,天津,211/双一流,
河北大学,101组,历史,不限,567,7485,本科批,保定,双一流,
河北地质大学,101组,历史,不限,535,18445,本科批,石家庄,普通本科,
华北理工大学,101组,历史,不限,558,10076,本科批,唐山,双一流,
华北理工大学,102组,历史,不限,551,12380,本科批,唐山,双一流,
华北理工大学,103组,历史,不限,490,44375,本科批,唐山,双一流,
华北理工大学,104组,历史,不限,550,12405,本科批,唐山,双一流,
廊坊师范学院,101组,历史,不限,530,20881,本科批,廊坊,普通本科,
华北科技学院,101组,历史,不限,530,20689,本科批,廊坊,普通本科,
河北经贸大学,101组,历史,不限,547,13539,本科批,石家庄,普通本科,
河北工程大学,101组,历史,不限,549,13018,本科批,邯郸,普通本科,
邢台学院,101组,历史,不限,516,28267,本科批,邢台,普通本科,
邯郸学院,101组,历史,不限,518,27022,本科批,邯郸,普通本科,
北华航天工业学院,101组,历史,不限,526,22655,本科批,廊坊,普通本科,
唐山师范学院,101组,历史,不限,518,26797,本科批,唐山,普通本科,
衡水学院,101组,历史,不限,517,27809,本科批,衡水,普通本科,
河北传媒学院,101组,历史,不限,493,42636,本科批,石家庄,普通本科,
保定学院,101组,历史,不限,530,20576,本科批,保定,普通本科,
保定学院,102组,历史,不限,530,20716,本科批,保定,普通本科,
保定学院,103组,历史,不限,523,24158,本科批,保定,普通本科,
沧州师范学院,101组,历史,不限,525,23079,本科批,沧州,普通本科,
河北科技工程职业技术大学,102组,历史,不限,515,28753,本科批,邢台,普通本科,
河北工业职业技术大学,101组,历史,不限,514,29037,本科批,石家庄,普通本科,
河北工业职业技术大学,102组,历史,不限,514,29406,本科批,石家庄,普通本科,
河北工业职业技术大学,103组,历史,不限,514,29403,本科批,石家庄,普通本科,
石家庄学院,101组,历史,不限,548,13394,本科批,石家庄,普通本科,
石家庄学院,102组,历史,不限,514,29166,本科批,石家庄,普通本科,
山西大学,101组,历史,不限,563,8432,本科批,太原,双一流,
山西大学,102组,历史,不限,572,6317,本科批,太原,双一流,
中北大学,101组,历史,不限,561,9168,本科批,太原,985/211/双一流,
太原工业学院,101组,历史,不限,521,25113,本科批,太原,普通本科,
山西农业大学,101组,历史,不限,538,17262,本科批,太原,双一流,
山西农业大学,102组,历史,不限,539,16601,本科批,太原,双一流,
山西大同大学,101组,历史,不限,524,23871,本科批,大同,普通本科,
山西大同大学,102组,历史,不限,548,13077,本科批,大同,普通本科,
山西大同大学,103组,历史,不限,526,22728,本科批,大同,普通本科,
山西财经大学,101组,历史,不限,550,12558,本科批,太原,双一流,
山西中医药大学,101组(中医类组),历史,含化学,561,9163,本科批,太原,双一流,
山西中医药大学,102组,历史,含化学,542,15582,本科批,太原,双一流,
山西中医药大学,103组,历史,含化学,553,11389,本科批,太原,双一流,
山西医科大学,101组,历史,不限,537,17628,本科批,太原,双一流,
山西医科大学,102组,历史,不限,537,17591,本科批,太原,双一流,
运城学院,101组,历史,不限,515,28657,本科批,运城,普通本科,
太原学院,101组,历史,不限,517,27760,本科批,太原,普通本科,
太原师范学院,101组,历史,不限,521,25475,本科批,太原,普通本科,
太原师范学院,102组,历史,不限,529,21210,本科批,太原,普通本科,
忻州师范学院,101组,历史,不限,518,26818,本科批,忻州,普通本科,
忻州师范学院,102组,历史,不限,527,22249,本科批,忻州,普通本科,
忻州师范学院,103组,历史,不限,521,25415,本科批,忻州,普通本科,
晋中学院,101组,历史,不限,523,24144,本科批,晋中,普通本科,
晋中学院,102组,历史,不限,521,25346,本科批,晋中,普通本科,
长治学院,101组,历史,不限,523,24371,本科批,长治,普通本科,
长治学院,102组,历史,不限,521,25124,本科批,长治,普通本科,
山西传媒学院,101组,历史,不限,515,28519,本科批,太原,普通本科,
山西工程科技职业大学,101组,历史,不限,519,26185,本科批,太原,普通本科,
内蒙古工业大学,101组,历史,不限,515,28858,本科批,呼和浩特,普通本科,
内蒙古科技大学,101组,历史,不限,526,22659,本科批,包头,普通本科,
内蒙古科技大学,102组,历史,不限,523,24141,本科批,包头,普通本科,
内蒙古民族大学,101组,历史,不限,520,26126,本科批,通辽,普通本科,
内蒙古民族大学,102组,历史,不限,514,29010,本科批,通辽,普通本科,
内蒙古民族大学,103组,历史,不限,527,22298,本科批,通辽,普通本科,
赤峰学院,101组,历史,不限,513,29902,本科批,赤峰,普通本科,
赤峰学院,102组,历史,不限,516,27874,本科批,赤峰,普通本科,
鄂尔多斯应用技术学院,101组,历史,不限,515,28694,本科批,鄂尔多斯,普通本科,
内蒙古科技大学包头师范学院,101组,历史,不限,517,27726,本科批,包头,普通本科,
内蒙古科技大学包头师范学院,102组,历史,不限,520,25655,本科批,包头,普通本科,
内蒙古科技大学包头师范学院,103组,历史,不限,517,27523,本科批,包头,普通本科,
内蒙古科技大学包头师范学院,104组,历史,不限,521,25093,本科批,包头,普通本科,
内蒙古科技大学包头师范学院,105组,历史,不限,517,27308,本科批,包头,普通本科,
呼伦贝尔学院,101组,历史,不限,512,30483,本科批,呼伦贝尔,普通本科,
呼伦贝尔学院,102组,历史,不限,512,30272,本科批,呼伦贝尔,普通本科,
呼伦贝尔学院,103组,历史,不限,514,29468,本科批,呼伦贝尔,普通本科,
内蒙古财经大学,101组,历史,不限,532,19553,本科批,呼和浩特,普通本科,
内蒙古大学创业学院,101组,历史,不限,502,37001,本科批,呼和浩特,普通本科,
内蒙古大学,101组,历史,不限,589,3412,本科批,呼和浩特,211/双一流,
内蒙古大学,102组,历史,不限,590,3312,本科批,呼和浩特,211/双一流,
内蒙古大学,103组,历史,不限,583,4365,本科批,呼和浩特,211/双一流,
沈阳理工大学,101组,历史,不限,540,16066,本科批,沈阳,普通本科,
大连大学,101组,历史,不限,554,11060,本科批,大连,普通本科,
大连交通大学,101组,历史,不限,563,8488,本科批,大连,普通本科,
大连工业大学,101组,历史,不限,540,16136,本科批,大连,双一流,
沈阳师范大学,101组,历史,不限,533,19135,本科批,沈阳,普通本科,
沈阳师范大学,102组,历史,不限,520,25877,本科批,沈阳,普通本科,
大连外国语大学,101组,历史,不限,549,12748,本科批,大连,双一流,
大连外国语大学,102组,历史,不限,556,10438,本科批,大连,双一流,
大连外国语大学,103组,历史,不限,565,8027,本科批,大连,双一流,
大连医科大学,101组,历史,不限,585,4085,本科批,大连,双一流,
渤海大学,101组,历史,不限,543,14952,本科批,锦州,普通本科,
渤海大学,102组,历史,不限,534,18927,本科批,锦州,普通本科,
渤海大学,103组,历史,不限,553,11358,本科批,锦州,普通本科,
鞍山师范学院,101组,历史,不限,516,27884,本科批,鞍山,普通本科,
鞍山师范学院,102组,历史,不限,516,28276,本科批,鞍山,普通本科,
鞍山师范学院,103组,历史,不限,515,28919,本科批,鞍山,普通本科,
鞍山师范学院,104组,历史,不限,514,29217,本科批,鞍山,普通本科,
辽东学院,101组,历史,不限,514,29254,本科批,丹东,普通本科,
辽东学院,102组,历史,不限,520,26009,本科批,丹东,普通本科,
辽东学院,103组,历史,不限,516,28361,本科批,丹东,普通本科,
沈阳大学,101组,历史,不限,529,21267,本科批,沈阳,普通本科,
沈阳大学,102组,历史,不限,533,19236,本科批,沈阳,普通本科,
沈阳大学,103组,历史,不限,546,13966,本科批,沈阳,普通本科,
沈阳医学院,101组,历史,不限,532,19601,本科批,沈阳,普通本科,
大连民族大学,101组,历史,不限,550,12587,本科批,大连,双一流,
辽宁对外经贸学院,101组,历史,不限,486,47572,本科批,大连,普通本科,
辽宁工业大学,101组,历史,不限,519,26407,本科批,锦州,普通本科,
沈阳城市学院,101组,历史,不限,487,46399,本科批,沈阳,普通本科,
吉林警察学院,101组,历史,不限,543,15004,本科批,吉林,普通本科,
东北电力大学,101组,历史,不限,544,14781,本科批,吉林,211/双一流,
东北电力大学,102组,历史,不限,551,12267,本科批,吉林,211/双一流,
